2001
1	-1000.000000	0.000000
2	-999.995065	-3.141587
3	-999.980261	-6.283144
4	-999.955587	-9.424638
5	-999.921044	-12.566040
6	-999.876632	-15.707317
7	-999.822352	-18.848440
8	-999.758204	-21.989376
9	-999.684189	-25.130095
10	-999.600308	-28.270567
11	-999.506560	-31.410759
12	-999.402948	-34.550641
13	-999.289473	-37.690183
14	-999.166134	-40.829352
15	-999.032935	-43.968118
16	-998.889875	-47.106451
17	-998.736957	-50.244318
18	-998.574181	-53.381690
19	-998.401550	-56.518534
20	-998.219065	-59.654821
21	-998.026728	-62.790520
22	-997.824541	-65.925598
23	-997.612506	-69.060026
24	-997.390625	-72.193772
25	-997.158900	-75.326806
26	-996.917334	-78.459096
27	-996.665928	-81.590612
28	-996.404686	-84.721322
29	-996.133609	-87.851197
30	-995.852701	-90.980204
31	-995.561965	-94.108313
32	-995.261402	-97.235494
33	-994.951017	-100.361715
34	-994.630812	-103.486945
35	-994.300790	-106.611154
36	-993.960955	-109.734311
37	-993.611311	-112.856385
38	-993.251859	-115.977345
39	-992.882605	-119.097160
40	-992.503551	-122.215800
41	-992.114701	-125.333234
42	-991.716060	-128.449430
43	-991.307631	-131.564359
44	-990.889418	-134.677989
45	-990.461426	-137.790291
46	-990.023658	-140.901232
47	-989.576119	-144.010783
48	-989.118813	-147.118912
49	-988.651745	-150.225589
50	-988.174919	-153.330784
51	-987.688341	-156.434465
52	-987.192014	-159.536602
53	-986.685944	-162.637165
54	-986.170136	-165.736123
55	-985.644595	-168.833445
56	-985.109326	-171.929100
57	-984.564335	-175.023059
58	-984.009626	-178.115290
59	-983.445205	-181.205764
60	-982.871078	-184.294449
61	-982.287251	-187.381315
62	-981.693729	-190.466331
63	-981.090517	-193.549468
64	-980.477623	-196.630695
65	-979.855052	-199.709981
66	-979.222811	-202.787295
67	-978.580904	-205.862609
68	-977.929340	-208.935890
69	-977.268124	-212.007110
70	-976.597262	-215.076237
71	-975.916762	-218.143241
72	-975.226630	-221.208093
73	-974.526873	-224.270761
74	-973.817497	-227.331216
75	-973.098511	-230.389427
76	-972.369920	-233.445364
77	-971.631733	-236.498997
78	-970.883956	-239.550296
79	-970.126596	-242.599231
80	-969.359662	-245.645771
81	-968.583161	-248.689887
82	-967.797100	-251.731549
83	-967.001488	-254.770726
84	-966.196331	-257.807388
85	-965.381639	-260.841506
86	-964.557418	-263.873050
87	-963.723678	-266.901989
88	-962.880427	-269.928294
89	-962.027672	-272.951936
90	-961.165422	-275.972883
91	-960.293686	-278.991106
92	-959.412472	-282.006576
93	-958.521789	-285.019262
94	-957.621646	-288.029136
95	-956.712052	-291.036167
96	-955.793015	-294.040325
97	-954.864545	-297.041582
98	-953.926651	-300.039906
99	-952.979342	-303.035270
100	-952.022627	-306.027642
101	-951.056516	-309.016994
102	-950.081019	-312.003297
103	-949.096145	-314.986520
104	-948.101904	-317.966634
105	-947.098305	-320.943610
106	-946.085359	-323.917418
107	-945.063075	-326.888030
108	-944.031464	-329.855415
109	-942.990536	-332.819545
110	-941.940301	-335.780389
111	-940.880769	-338.737920
112	-939.811951	-341.692108
113	-938.733858	-344.642923
114	-937.646499	-347.590337
115	-936.549887	-350.534320
116	-935.444031	-353.474844
117	-934.328942	-356.411879
118	-933.204633	-359.345396
119	-932.071112	-362.275367
120	-930.928393	-365.201762
121	-929.776486	-368.124553
122	-928.615402	-371.043710
123	-927.445153	-373.959206
124	-926.265751	-376.871010
125	-925.077207	-379.779096
126	-923.879533	-382.683432
127	-922.672740	-385.583992
128	-921.456841	-388.480747
129	-920.231847	-391.373667
130	-918.997772	-394.262724
131	-917.754626	-397.147891
132	-916.502422	-400.029137
133	-915.241173	-402.906436
134	-913.970890	-405.779758
135	-912.691587	-408.649075
136	-911.403277	-411.514359
137	-910.105971	-414.375581
138	-908.799682	-417.232714
139	-907.484425	-420.085728
140	-906.160210	-422.934597
141	-904.827052	-425.779292
142	-903.484964	-428.619784
143	-902.133959	-431.456046
144	-900.774051	-434.288049
145	-899.405252	-437.115767
146	-898.027576	-439.939170
147	-896.641037	-442.758231
148	-895.245648	-445.572922
149	-893.841424	-448.383216
150	-892.428378	-451.189084
151	-891.006524	-453.990500
152	-889.575876	-456.787434
153	-888.136449	-459.579861
154	-886.688256	-462.367751
155	-885.231311	-465.151078
156	-883.765630	-467.929814
157	-882.291226	-470.703932
158	-880.808115	-473.473404
159	-879.316310	-476.238204
160	-877.815827	-478.998303
161	-876.306680	-481.753674
162	-874.788884	-484.504291
163	-873.262455	-487.250126
164	-871.727407	-489.991152
165	-870.183755	-492.727342
166	-868.631514	-495.458668
167	-867.070701	-498.185105
168	-865.501330	-500.906625
169	-863.923417	-503.623202
170	-862.336978	-506.334807
171	-860.742027	-509.041416
172	-859.138581	-511.743000
173	-857.526656	-514.439534
174	-855.906268	-517.130990
175	-854.277432	-519.817343
176	-852.640164	-522.498565
177	-850.994482	-525.174630
178	-849.340400	-527.845512
179	-847.677936	-530.511184
180	-846.007106	-533.171621
181	-844.327926	-535.826795
182	-842.640412	-538.476681
183	-840.944582	-541.121252
184	-839.240453	-543.760483
185	-837.528040	-546.394347
186	-835.807361	-549.022818
187	-834.078434	-551.645871
188	-832.341274	-554.263479
189	-830.595899	-556.875616
190	-828.842327	-559.482258
191	-827.080574	-562.083378
192	-825.310659	-564.678950
193	-823.532598	-567.268949
194	-821.746409	-569.853349
195	-819.952109	-572.432126
196	-818.149717	-575.005252
197	-816.339251	-577.572703
198	-814.520727	-580.134454
199	-812.694164	-582.690480
200	-810.859581	-585.240754
201	-809.016994	-587.785252
202	-807.166423	-590.323949
203	-805.307886	-592.856820
204	-803.441400	-595.383840
205	-801.566985	-597.904983
206	-799.684658	-600.420225
207	-797.794440	-602.929542
208	-795.896347	-605.432907
209	-793.990399	-607.930298
210	-792.076614	-610.421688
211	-790.155012	-612.907054
212	-788.225612	-615.386370
213	-786.288432	-617.859613
214	-784.343492	-620.326758
215	-782.390811	-622.787780
216	-780.430407	-625.242656
217	-778.462302	-627.691361
218	-776.486513	-630.133871
219	-774.503060	-632.570162
220	-772.511964	-635.000209
221	-770.513243	-637.423990
222	-768.506917	-639.841479
223	-766.493007	-642.252653
224	-764.471531	-644.657489
225	-762.442511	-647.055962
226	-760.405966	-649.448048
227	-758.361915	-651.833725
228	-756.310380	-654.212969
229	-754.251381	-656.585756
230	-752.184937	-658.952062
231	-750.111070	-661.311865
232	-748.029799	-663.665141
233	-745.941145	-666.011867
234	-743.845130	-668.352020
235	-741.741773	-670.685577
236	-739.631095	-673.012514
237	-737.513117	-675.332808
238	-735.387861	-677.646437
239	-733.255346	-679.953379
240	-731.115595	-682.253609
241	-728.968627	-684.547106
242	-726.814465	-686.833847
243	-724.653130	-689.113808
244	-722.484643	-691.386969
245	-720.309025	-693.653306
246	-718.126298	-695.912797
247	-715.936483	-698.165419
248	-713.739602	-700.411151
249	-711.535677	-702.649970
250	-709.324730	-704.881854
251	-707.106781	-707.106781
252	-704.881854	-709.324730
253	-702.649970	-711.535677
254	-700.411151	-713.739602
255	-698.165419	-715.936483
256	-695.912797	-718.126298
257	-693.653306	-720.309025
258	-691.386969	-722.484643
259	-689.113808	-724.653130
260	-686.833847	-726.814465
261	-684.547106	-728.968627
262	-682.253609	-731.115595
263	-679.953379	-733.255346
264	-677.646437	-735.387861
265	-675.332808	-737.513117
266	-673.012514	-739.631095
267	-670.685577	-741.741773
268	-668.352020	-743.845130
269	-666.011867	-745.941145
270	-663.665141	-748.029799
271	-661.311865	-750.111070
272	-658.952062	-752.184937
273	-656.585756	-754.251381
274	-654.212969	-756.310380
275	-651.833725	-758.361915
276	-649.448048	-760.405966
277	-647.055962	-762.442511
278	-644.657489	-764.471531
279	-642.252653	-766.493007
280	-639.841479	-768.506917
281	-637.423990	-770.513243
282	-635.000209	-772.511964
283	-632.570162	-774.503060
284	-630.133871	-776.486513
285	-627.691361	-778.462302
286	-625.242656	-780.430407
287	-622.787780	-782.390811
288	-620.326758	-784.343492
289	-617.859613	-786.288432
290	-615.386370	-788.225612
291	-612.907054	-790.155012
292	-610.421688	-792.076614
293	-607.930298	-793.990399
294	-605.432907	-795.896347
295	-602.929542	-797.794440
296	-600.420225	-799.684658
297	-597.904983	-801.566985
298	-595.383840	-803.441400
299	-592.856820	-805.307886
300	-590.323949	-807.166423
301	-587.785252	-809.016994
302	-585.240754	-810.859581
303	-582.690480	-812.694164
304	-580.134454	-814.520727
305	-577.572703	-816.339251
306	-575.005252	-818.149717
307	-572.432126	-819.952109
308	-569.853349	-821.746409
309	-567.268949	-823.532598
310	-564.678950	-825.310659
311	-562.083378	-827.080574
312	-559.482258	-828.842327
313	-556.875616	-830.595899
314	-554.263479	-832.341274
315	-551.645871	-834.078434
316	-549.022818	-835.807361
317	-546.394347	-837.528040
318	-543.760483	-839.240453
319	-541.121252	-840.944582
320	-538.476681	-842.640412
321	-535.826795	-844.327926
322	-533.171621	-846.007106
323	-530.511184	-847.677936
324	-527.845512	-849.340400
325	-525.174630	-850.994482
326	-522.498565	-852.640164
327	-519.817343	-854.277432
328	-517.130990	-855.906268
329	-514.439534	-857.526656
330	-511.743000	-859.138581
331	-509.041416	-860.742027
332	-506.334807	-862.336978
333	-503.623202	-863.923417
334	-500.906625	-865.501330
335	-498.185105	-867.070701
336	-495.458668	-868.631514
337	-492.727342	-870.183755
338	-489.991152	-871.727407
339	-487.250126	-873.262455
340	-484.504291	-874.788884
341	-481.753674	-876.306680
342	-478.998303	-877.815827
343	-476.238204	-879.316310
344	-473.473404	-880.808115
345	-470.703932	-882.291226
346	-467.929814	-883.765630
347	-465.151078	-885.231311
348	-462.367751	-886.688256
349	-459.579861	-888.136449
350	-456.787434	-889.575876
351	-453.990500	-891.006524
352	-451.189084	-892.428378
353	-448.383216	-893.841424
354	-445.572922	-895.245648
355	-442.758231	-896.641037
356	-439.939170	-898.027576
357	-437.115767	-899.405252
358	-434.288049	-900.774051
359	-431.456046	-902.133959
360	-428.619784	-903.484964
361	-425.779292	-904.827052
362	-422.934597	-906.160210
363	-420.085728	-907.484425
364	-417.232714	-908.799682
365	-414.375581	-910.105971
366	-411.514359	-911.403277
367	-408.649075	-912.691587
368	-405.779758	-913.970890
369	-402.906436	-915.241173
370	-400.029137	-916.502422
371	-397.147891	-917.754626
372	-394.262724	-918.997772
373	-391.373667	-920.231847
374	-388.480747	-921.456841
375	-385.583992	-922.672740
376	-382.683432	-923.879533
377	-379.779096	-925.077207
378	-376.871010	-926.265751
379	-373.959206	-927.445153
380	-371.043710	-928.615402
381	-368.124553	-929.776486
382	-365.201762	-930.928393
383	-362.275367	-932.071112
384	-359.345396	-933.204633
385	-356.411879	-934.328942
386	-353.474844	-935.444031
387	-350.534320	-936.549887
388	-347.590337	-937.646499
389	-344.642923	-938.733858
390	-341.692108	-939.811951
391	-338.737920	-940.880769
392	-335.780389	-941.940301
393	-332.819545	-942.990536
394	-329.855415	-944.031464
395	-326.888030	-945.063075
396	-323.917418	-946.085359
397	-320.943610	-947.098305
398	-317.966634	-948.101904
399	-314.986520	-949.096145
400	-312.003297	-950.081019
401	-309.016994	-951.056516
402	-306.027642	-952.022627
403	-303.035270	-952.979342
404	-300.039906	-953.926651
405	-297.041582	-954.864545
406	-294.040325	-955.793015
407	-291.036167	-956.712052
408	-288.029136	-957.621646
409	-285.019262	-958.521789
410	-282.006576	-959.412472
411	-278.991106	-960.293686
412	-275.972883	-961.165422
413	-272.951936	-962.027672
414	-269.928294	-962.880427
